"dist","estimator","col","rel_bias"
"norm","missForest","X",-0.013676698854303
"norm","missForest","X2",-0.0370598597563934
"norm","rfcont10","X",-0.00534118073077805
"norm","rfcont10","X2",-0.0145742977256652
"norm","micePMM","X",-0.0200052446524721
"norm","micePMM","X2",-0.0410634844771103
"norm","missForest","X",-0.0267582508427343
"norm","missForest","X2",-0.0631510507702401
"norm","rfcont10","X",0.00603930274564424
"norm","rfcont10","X2",0.00717744267626252
"norm","micePMM","X",-0.0122404609098139
"norm","micePMM","X2",-0.0153057788791783
"norm","missForest","X",0.017632876927854
"norm","missForest","X2",0.0322714739232417
"norm","rfcont10","X",-0.00288742485103433
"norm","rfcont10","X2",-0.0146181525029773
"norm","micePMM","X",-0.0138366914433592
"norm","micePMM","X2",-0.0293592879628277
"norm","missForest","X",0.00458334871524446
"norm","missForest","X2",-0.00637000449171332
"norm","rfcont10","X",0.00506077863551546
"norm","rfcont10","X2",-0.000569133066518734
"norm","micePMM","X",-0.00749105942539008
"norm","micePMM","X2",-0.0185821356477197
"norm","missForest","X",-0.0359580621053455
"norm","missForest","X2",-0.0832430325986642
"norm","rfcont10","X",-0.00470767226028668
"norm","rfcont10","X2",-0.0192238318128647
"norm","micePMM","X",-0.0183005858656116
"norm","micePMM","X2",-0.0391402995762623
"norm","missForest","X",-0.0270673381197869
"norm","missForest","X2",-0.0581360046179443
"norm","rfcont10","X",0.00413618470334565
"norm","rfcont10","X2",0.000531604162469002
"norm","micePMM","X",-0.0088715228183468
"norm","micePMM","X2",-0.0143073028250872
"norm","missForest","X",-0.0327801685691791
"norm","missForest","X2",-0.0600717361738667
"norm","rfcont10","X",0.00412067236915958
"norm","rfcont10","X2",0.00270168410221849
"norm","micePMM","X",-0.0103179838713353
"norm","micePMM","X2",-0.0165989463808449
"norm","missForest","X",0.0322169917965027
"norm","missForest","X2",0.0494366708969614
"norm","rfcont10","X",0.00905479131281473
"norm","rfcont10","X2",0.00691164249084886
"norm","micePMM","X",-0.00839429215525922
"norm","micePMM","X2",-0.016475717339386
"norm","missForest","X",0.00532437894659865
"norm","missForest","X2",-0.0210183845398888
"norm","rfcont10","X",0.0224903782022372
"norm","rfcont10","X2",0.0318148162517553
"norm","micePMM","X",-0.00784506054561529
"norm","micePMM","X2",-0.0179104112649501
"norm","missForest","X",-0.0133130521253081
"norm","missForest","X2",-0.0315906838969012
"norm","rfcont10","X",0.00200893425557114
"norm","rfcont10","X2",-0.00369076615695174
"norm","micePMM","X",-0.006774764447954
"norm","micePMM","X2",-0.0124314938056126
"norm","missForest","X",0.00178984429768803
"norm","missForest","X2",-0.0149071771274002
"norm","rfcont10","X",-0.00346015412848977
"norm","rfcont10","X2",-0.0103679858426264
"norm","micePMM","X",-0.00580611075888859
"norm","micePMM","X2",-0.0125466686261322
"norm","missForest","X",0.00875417133119383
"norm","missForest","X2",0.00512770205622659
"norm","rfcont10","X",0.00674622708531869
"norm","rfcont10","X2",0.00587492152587266
"norm","micePMM","X",-0.0165990102458079
"norm","micePMM","X2",-0.029055898769811
"norm","missForest","X",-0.0119158317784408
"norm","missForest","X2",-0.0320434142638811
"norm","rfcont10","X",-0.0016554153495113
"norm","rfcont10","X2",-0.0116741521398557
"norm","micePMM","X",-0.0165385116702369
"norm","micePMM","X2",-0.0322347681380891
"norm","missForest","X",0.0128283964453417
"norm","missForest","X2",0.0148529423809081
"norm","rfcont10","X",0.00195153962180394
"norm","rfcont10","X2",-0.00710151170211049
"norm","micePMM","X",-0.0147164200985895
"norm","micePMM","X2",-0.0286784979193078
"norm","missForest","X",0.00971119666344689
"norm","missForest","X2",-0.00175731949884794
"norm","rfcont10","X",0.00716499423947892
"norm","rfcont10","X2",0.00833312760754601
"norm","micePMM","X",-0.00451553299013263
"norm","micePMM","X2",-0.010048559877453
"norm","missForest","X",0.000723565378099034
"norm","missForest","X2",-0.0116230642457388
"norm","rfcont10","X",0.0115000990718155
"norm","rfcont10","X2",0.0135740799301214
"norm","micePMM","X",-0.00366068971844602
"norm","micePMM","X2",-0.00786632785558383
"norm","missForest","X",0.00355504680432484
"norm","missForest","X2",-0.012508908103406
"norm","rfcont10","X",0.00517011031963488
"norm","rfcont10","X2",0.00207825156185359
"norm","micePMM","X",-0.0129257534556201
"norm","micePMM","X2",-0.0272160922975416
"norm","missForest","X",0.00336839307188841
"norm","missForest","X2",-0.0158078819632717
"norm","rfcont10","X",0.00688929340817945
"norm","rfcont10","X2",0.00383181927013276
"norm","micePMM","X",-0.00664605381910788
"norm","micePMM","X2",-0.0168427095691879
"norm","missForest","X",-0.00380461485285266
"norm","missForest","X2",-0.0219377476301916
"norm","rfcont10","X",0.00163855561595616
"norm","rfcont10","X2",-0.00715828665800988
"norm","micePMM","X",-0.00756081353928351
"norm","micePMM","X2",-0.0181505652910242
"norm","missForest","X",-0.0280099525641873
"norm","missForest","X2",-0.0559300233995176
"norm","rfcont10","X",0.00191041246819368
"norm","rfcont10","X2",-0.000138058372240457
"norm","micePMM","X",-0.00500902916956858
"norm","micePMM","X2",-0.00741656562404935
"norm","missForest","X",0.0311674030725018
"norm","missForest","X2",0.0639317065508462
"norm","rfcont10","X",0.0134189147663295
"norm","rfcont10","X2",0.0186814898885972
"norm","micePMM","X",0.00252719917348165
"norm","micePMM","X2",0.00522739079116064
"norm","missForest","X",-0.0131172993076026
"norm","missForest","X2",-0.031638628598203
"norm","rfcont10","X",0.00308388990877506
"norm","rfcont10","X2",0.000735762235689608
"norm","micePMM","X",-0.0137308021178632
"norm","micePMM","X2",-0.0252559201052049
"norm","missForest","X",0.00725594346193903
"norm","missForest","X2",-0.00914200728418224
"norm","rfcont10","X",0.00647191666617841
"norm","rfcont10","X2",0.00235298180547883
"norm","micePMM","X",-0.0141955696142273
"norm","micePMM","X2",-0.0274107568575139
"norm","missForest","X",0.00815032683518169
"norm","missForest","X2",0.00230467210240115
"norm","rfcont10","X",0.000195297046101217
"norm","rfcont10","X2",-0.00320973181370066
"norm","micePMM","X",-0.0215996246481194
"norm","micePMM","X2",-0.0430188599360881
"norm","missForest","X",0.019984544763203
"norm","missForest","X2",0.0353784506012751
"norm","rfcont10","X",-0.00298214735354041
"norm","rfcont10","X2",-0.0104067001748657
"norm","micePMM","X",-0.0124722306683779
"norm","micePMM","X2",-0.0244519805840714
"norm","missForest","X",-0.00400948967124404
"norm","missForest","X2",-0.0224855381103984
"norm","rfcont10","X",0.00210263284516787
"norm","rfcont10","X2",-0.00299955966534871
"norm","micePMM","X",-0.0122837445855626
"norm","micePMM","X2",-0.0244644022833922
"norm","missForest","X",0.0228857214300815
