"dist","estimator","col","rel_bias"
"norm","missForest","X",-0.00673453972450511
"norm","missForest","X2",-0.0139215771214807
"norm","rfcont10","X",-0.00673721244249847
"norm","rfcont10","X2",-0.0200128207115533
"norm","micePMM","X",-0.0120966485583743
"norm","micePMM","X2",-0.0344796073859834
"norm","missForest","X",-0.00230850963906082
"norm","missForest","X2",-0.00752182387654077
"norm","rfcont10","X",-0.00316369077440481
"norm","rfcont10","X2",-0.00936487081256887
"norm","micePMM","X",-0.00212752715120834
"norm","micePMM","X2",-0.00970044139960291
"norm","missForest","X",-0.00310985789716056
"norm","missForest","X2",-0.00723816525660936
"norm","rfcont10","X",-0.00166633052923948
"norm","rfcont10","X2",-0.00590754295144857
"norm","micePMM","X",-0.002829219921474
"norm","micePMM","X2",-0.0112344238022836
"norm","missForest","X",-0.000697787618051504
"norm","missForest","X2",-0.00256741538974559
"norm","rfcont10","X",-0.00205502704674698
"norm","rfcont10","X2",-0.0052372534014814
"norm","micePMM","X",-0.00251077794678978
"norm","micePMM","X2",-0.0103978373319686
"norm","missForest","X",-0.0058181639554542
"norm","missForest","X2",-0.016159139361144
"norm","rfcont10","X",-0.0039653246014264
"norm","rfcont10","X2",-0.0141354505329323
"norm","micePMM","X",-0.00827819929672113
"norm","micePMM","X2",-0.0254038845963548
"norm","missForest","X",-0.038968108068923
"norm","missForest","X2",-0.0802490603858377
"norm","rfcont10","X",-0.00278805628684631
"norm","rfcont10","X2",-0.00821382974134655
"norm","micePMM","X",-0.00439246073709654
"norm","micePMM","X2",-0.00968393423122704
"norm","missForest","X",-0.00170240391015353
"norm","missForest","X2",-0.00787384240029898
"norm","rfcont10","X",-0.00360216248096812
"norm","rfcont10","X2",-0.0119045112246042
"norm","micePMM","X",-0.00557839355633039
"norm","micePMM","X2",-0.0158418528556971
"norm","missForest","X",-0.00121617978439315
"norm","missForest","X2",-0.00345370295960956
"norm","rfcont10","X",-0.00124838329815857
"norm","rfcont10","X2",-0.00435499650794702
"norm","micePMM","X",-0.0044960352286092
"norm","micePMM","X2",-0.012230681252656
"norm","missForest","X",-0.000336345631392843
"norm","missForest","X2",-0.00305690673973824
"norm","rfcont10","X",-0.000906101130998094
"norm","rfcont10","X2",-0.00477781531895638
"norm","micePMM","X",-0.00545007763086325
"norm","micePMM","X2",-0.0170933867225327
"norm","missForest","X",-0.00255424390062375
"norm","missForest","X2",-0.00677103401218893
"norm","rfcont10","X",-0.00232900851251316
"norm","rfcont10","X2",-0.00634098587112553
"norm","micePMM","X",-0.0158885023395076
"norm","micePMM","X2",-0.0363756913193434
"norm","missForest","X",-0.00264253122148939
"norm","missForest","X2",-0.00590374461308074
"norm","rfcont10","X",-0.00275274472049725
"norm","rfcont10","X2",-0.00831768374011699
"norm","micePMM","X",-0.00606387739866532
"norm","micePMM","X2",-0.0171896218867769
"norm","missForest","X",-0.00331544796928473
"norm","missForest","X2",-0.00946815336251872
"norm","rfcont10","X",-0.00447123839809682
"norm","rfcont10","X2",-0.0119961950345425
"norm","micePMM","X",-0.00931067709739519
"norm","micePMM","X2",-0.0266266175543275
"norm","missForest","X",-0.00563169775712724
"norm","missForest","X2",-0.0139420664220656
"norm","rfcont10","X",-0.00440069896254658
"norm","rfcont10","X2",-0.0154730544559376
"norm","micePMM","X",-0.00873445895127445
"norm","micePMM","X2",-0.0273736887230392
"norm","missForest","X",-0.00255150902575552
"norm","missForest","X2",-0.00627584801246095
"norm","rfcont10","X",-0.00209386612559892
"norm","rfcont10","X2",-0.00623519769618253
"norm","micePMM","X",-0.00317639430002659
"norm","micePMM","X2",-0.0110719272460843
"norm","missForest","X",-0.00232841380585236
"norm","missForest","X2",-0.00527768502155967
"norm","rfcont10","X",-0.00126531979985733
"norm","rfcont10","X2",-0.00171076637760426
"norm","micePMM","X",-0.00400562323688536
"norm","micePMM","X2",-0.0131086882965664
"norm","missForest","X",-0.00425437348931301
"norm","missForest","X2",-0.0103192140241453
"norm","rfcont10","X",-0.00344555364677146
"norm","rfcont10","X2",-0.00893255742369325
"norm","micePMM","X",-0.00314795269760404
"norm","micePMM","X2",-0.00890325692703531
"norm","missForest","X",-0.00134593718635145
"norm","missForest","X2",-0.00358302259476406
"norm","rfcont10","X",-0.00168930502908882
"norm","rfcont10","X2",-0.00456275219310243
"norm","micePMM","X",-0.00376741783614698
"norm","micePMM","X2",-0.0133695668806481
"norm","missForest","X",-0.00242372097572119
"norm","missForest","X2",-0.00748405767908356
"norm","rfcont10","X",-0.00178362213706373
"norm","rfcont10","X2",-0.00629700936148925
"norm","micePMM","X",-0.00464940089853316
"norm","micePMM","X2",-0.0160986208889055
"norm","missForest","X",-0.000827538815641238
"norm","missForest","X2",-0.00271177826891622
"norm","rfcont10","X",-0.00101903372499401
"norm","rfcont10","X2",-0.00488829370594379
"norm","micePMM","X",-0.00463306505118766
"norm","micePMM","X2",-0.0138803577211563
"norm","missForest","X",-0.00106793319510978
"norm","missForest","X2",-0.00337160452835417
"norm","rfcont10","X",-0.00162789004097752
"norm","rfcont10","X2",-0.00537632346256744
"norm","micePMM","X",-0.00443728893522077
"norm","micePMM","X2",-0.0155937465486597
"norm","missForest","X",-0.00159867165316196
"norm","missForest","X2",-0.00504370518205666
"norm","rfcont10","X",-0.00232111878713004
"norm","rfcont10","X2",-0.00829014204271261
"norm","micePMM","X",-0.00689328837664605
"norm","micePMM","X2",-0.0188284647318598
"norm","missForest","X",-0.00211679610930493
"norm","missForest","X2",-0.00697082800295312
"norm","rfcont10","X",-0.00131723745175405
"norm","rfcont10","X2",-0.00459272341241501
"norm","micePMM","X",-0.00157579898185722
"norm","micePMM","X2",-0.007149623679227
"norm","missForest","X",-0.000968206424589613
"norm","missForest","X2",-0.00185353034674218
"norm","rfcont10","X",-0.000349486077829142
"norm","rfcont10","X2",-0.00200559742156259
"norm","micePMM","X",-0.00238120654907326
"norm","micePMM","X2",-0.0068484979644523
"norm","missForest","X",-0.00562537439951727
"norm","missForest","X2",-0.0154438743976658
"norm","rfcont10","X",-0.00489472950422731
